order_id,supplier_id,supplier_name,product_id,product_name,category,order_date,expected_delivery,actual_delivery,quantity,unit_price,total_amount,warehouse_id,warehouse_location,status,quality_check,inspector,last_updated
ORD-00001821,SUP-00036,Thomas-Velasquez,PRD-000199,Self-enabling user-facing collaboration,Food & Beverage,2024-07-19,2024-09-06,2024-09-19,1147,1341.2257,1538385.88,WH-003,"Atlanta, GA",Returned,Pending,Antonio Hobbs,2025-12-05
ORD-00001822,SUP-00043,"Johnson, Brown and Coleman",PRD-000189,Balanced demand-driven database,Textiles,2026-01-08,2026-03-08,,1433,9515.9663,13636379.71,WH-012,"Atlanta, GA",Delivered,Fail,Mercedes Boyer,2025-11-12
ORD-00001823,SUP-00007,Anderson-Jackson,PRD-000106,Open-architected demand-driven frame,Machinery,2023-06-08,2023-07-28,2023-08-04,3675,8413.0233,30917860.63,WH-008,"Chicago, IL",Returned,Pass,Rachael Oliver,2026-02-20
ORD-00001824,SUP-00026,Velasquez-Flores,PRD-000156,Sharable disintermediate Graphical User Interface,Electronics,2023-12-25,2024-01-23,2024-02-02,3405,9373.6707,31917348.73,WH-003,"Dallas, TX",Cancelled,,,2025-12-21
ORD-00001825,,Turner Ltd,PRD-000118,Function-based local orchestration,Chemicals,2024-05-09,2024-05-28,2024-05-28,298,2092.4038,623536.33,WH-006,"Chicago, IL",Ordered,Pending,,2025-10-29
ORD-00001826,SUP-00047,Fuller-Reyes,PRD-000185,Decentralized incremental application,Chemicals,2023-05-29,2023-07-03,,3466,8426.548,43774342.14,WH-014,"Atlanta, GA",Ordered,Pending,,2024-09-16
ORD-00001827,SUP-00005,Williams LLC,PRD-000045,Balanced solution-oriented methodology,Textiles,2025-09-29,2025-11-12,2025-11-21,4540,8897.2666,40393590.36,WH-014,"Seattle, WA",In Transit,Pending,,2025-11-30
ORD-00001828,SUP-00011,"Hatfield, Lyons and Richards",PRD-000103,Universal demand-driven algorithm,Textiles,2025-04-21,2025-04-27,2025-05-01,4780,387.8756,1854045.37,WH-013,"Atlanta, GA",Returned,Pass,Heidi Lynn,2024-11-27
ORD-00001829,SUP-00054,Kane PLC,PRD-000087,Stand-alone cohesive approach,Chemicals,2024-03-05,2024-03-13,,4615,8465.8842,39070055.58,WH-009,"Dallas, TX",Delivered,Fail,,2025-03-29
ORD-00001830,SUP-00027,"Ellis, Webb and Rivera",PRD-000072,Realigned bandwidth-monitored benchmark,Machinery,2025-07-06,2025-08-08,2025-08-24,970,2078.2915,2015942.75,WH-010,"Los Angeles, CA",Ordered,Pending,,2024-10-07
ORD-00001831,SUP-00078,Wallace-Williams,PRD-000038,Organic actuating strategy,Chemicals,2025-02-26,2025-04-25,2025-05-13,2129,3832.1137,8158570.07,WH-003,"Chicago, IL",Ordered,Pending,,2025-05-06
ORD-00001832,SUP-00020,"Reyes, Parker and Gibson",PRD-000112,Innovative real-time neural-net,Raw Materials,2023-08-20,2023-09-27,2023-10-14,1768,4442.2389,7853878.38,WH-008,"Chicago, IL",Ordered,Pending,,2025-12-01
ORD-00001833,SUP-00035,Mann Ltd,PRD-000006,Intuitive bifurcated open system,Electronics,2023-12-11,2024-01-10,2024-01-29,2441,8362.4418,20412720.43,WH-003,"Dallas, TX",Ordered,Pending,,2025-08-28
ORD-00001834,,Pitts LLC,PRD-000025,Networked directional synergy,Raw Materials,2023-10-23,2023-11-26,2023-12-09,2699,4916.5907,13269878.3,WH-013,"Los Angeles, CA",In Transit,Pending,,2024-04-24
ORD-00001835,SUP-00078,Wallace-Williams,PRD-000050,Fundamental bi-directional customer loyalty,Electronics,2025-10-24,2025-12-18,2026-01-02,1559,9289.716,14482667.24,WH-001,"Atlanta, GA",In Transit,Pending,,2025-10-02
ORD-00001836,SUP-00048,Morgan-Ware,PRD-000164,Profit-focused transitional data-warehouse,Chemicals,2025-07-14,2025-08-10,2025-08-14,4770,5848.9472,27899478.14,WH-006,"Los Angeles, CA",Cancelled,,,2025-05-25
ORD-00001837,SUP-00039,"Wiley, Brown and Sampson",PRD-000018,Organic cohesive core,Chemicals,2025-03-09,2025-04-11,2025-04-17,4406,1393.6307,6140336.86,WH-006,"Atlanta, GA",Ordered,Pending,,2024-11-24
ORD-00001838,SUP-00054,Kane PLC,PRD-000070,Intuitive dedicated functionalities,Food & Beverage,2024-07-20,2024-08-23,2024-08-23,3512,276.7273,971866.28,WH-001,"Los Angeles, CA",Cancelled,Pending,,2024-04-15
ORD-00001839,SUP-00061,Greene-Osborne,PRD-000069,Decentralized systemic interface,Food & Beverage,2023-07-27,2023-08-13,2023-08-28,2360,8481.5752,20016517.47,WH-001,"Los Angeles, CA",Cancelled,Pending,,2026-03-11
ORD-00001840,SUP-00037,Shah Inc,PRD-000193,Multi-tiered bandwidth-monitored adapter,Packaging,2024-04-04,2024-05-20,2024-05-22,2760,7054.6874,19470937.22,WH-002,"Los Angeles, CA",Delivered,Pass,,2025-07-08
ORD-00001841,SUP-00006,Petersen-Kelly,PRD-000081,Integrated 4thgeneration parallelism,Machinery,2025-08-11,2025-08-28,2025-09-05,1984,9569.2065,18985305.7,WH-006,"Dallas, TX",Cancelled,Pending,,2025-11-22
ORD-00001842,SUP-00077,Taylor-Evans,PRD-000165,Integrated 5thgeneration contingency,Packaging,2025-04-14,2025-04-09,2025-06-24,534,6708.6656,3582427.43,WH-010,"New York, NY",Cancelled,Pending,,2025-11-07
ORD-00001843,SUP-00068,Gaines-Jackson,PRD-000089,Managed bandwidth-monitored customer loyalty,Textiles,2026-02-16,2026-02-25,2026-03-04,3982,2263.1104,9011705.61,WH-009,"Seattle, WA",Ordered,Pending,,2025-08-09
ORD-00001844,SUP-00056,Garcia Group,PRD-000151,Reactive incremental instruction set,Machinery,2025-11-25,2026-01-23,2026-02-12,2103,6662.4449,14011121.62,WH-008,"Los Angeles, CA",Returned,,William Blair,2025-03-13
ORD-00001845,SUP-00021,"Walker, Mathis and Acosta",PRD-000094,Reactive disintermediate methodology,Textiles,2024-07-28,2024-09-15,2024-10-04,4361,8468.402,36930701.12,WH-001,"Dallas, TX",Ordered,Pending,,2025-10-30
ORD-00001846,SUP-00047,Fuller-Reyes,PRD-000056,Exclusive bandwidth-monitored website,Food & Beverage,2024-10-20,2024-11-03,2024-11-07,2623,4387.3477,11508013.02,WH-012,"Dallas, TX",Returned,Pass,Roy Nelson,2024-06-23
ORD-00001847,SUP-00042,Peters Group,PRD-000024,Cloned cohesive open architecture,Chemicals,2024-05-14,2024-06-13,2024-06-23,3927,1879.6461,7381370.23,WH-008,"Dallas, TX",Cancelled,Pending,,2025-12-18
ORD-00001848,SUP-00060,"Smith, Hill and Steele",PRD-000132,Synchronized bottom-line intranet,Chemicals,2025-02-19,2025-03-30,2025-04-07,4461,7050.0053,31450073.64,WH-002,"Atlanta, GA",Cancelled,,,2025-01-07
ORD-00001849,SUP-00059,Campbell and Sons,PRD-000027,Secured client-driven protocol,packaging,2025-09-08,2025-10-29,2025-10-24,4972,6528.8259,32461322.37,WH-013,"Dallas, TX",In Transit,Pending,,2026-03-05
ORD-00001850,SUP-00053,"Osborn, Ryan and Garrett",PRD-000126,Organized 24hour attitude,Packaging,2025-10-06,2025-12-03,2025-12-03,1325,4801.6335,6362164.39,WH-008,"Dallas, TX",Cancelled,Pending,,2025-08-19
ORD-00001851,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000041,Ameliorated content-based analyzer,Food & Beverage,2025-07-26,2025-08-13,2025-08-26,54,4610.9744,248992.62,WH-002,"Atlanta, GA",Cancelled,Pending,,2025-09-28
ORD-00001852,SUP-00072,Jackson Inc,PRD-000196,Assimilated non-volatile artificial intelligence,Chemicals,2025-03-22,2025-03-31,2025-04-05,3862,4456.5247,17211098.39,WH-007,"Seattle, WA",Delivered,Pending,Savannah Hendrix,2025-09-27
ORD-00001853,SUP-00053,"Osborn, Ryan and Garrett",PRD-000026,Monitored didactic productivity,Electronics,2025-01-31,2025-03-24,2025-03-22,3412,6082.2133,20752511.78,WH-010,"Seattle, WA",Ordered,Pending,,2025-05-06
ORD-00001854,SUP-00069,Thompson-Owens,PRD-000062,Mandatory heuristic standardization,Packaging,2025-02-19,2025-04-11,2025-04-07,4891,8893.2668,43496967.92,WH-006,"Chicago, IL",Delivered,Pass,Shane Miller,2025-04-14
ORD-00001855,SUP-00040,"Ford, Smith and Hodge",PRD-000160,De-engineered needs-based emulation,Chemicals,2025-12-24,2026-01-23,2026-02-07,422,5221.2824,2203381.17,WH-012,"Chicago, IL",In Transit,Pending,,2025-12-23
ORD-00001856,SUP-00051,Hancock LLC,PRD-000196,Assimilated non-volatile artificial intelligence,Chemicals,2025-11-10,2025-11-23,2025-12-02,440,454.0309,199773.6,WH-002,"New York, NY",In Transit,Pending,,2024-05-08
ORD-00001857,SUP-00056,Garcia Group,PRD-000147,Implemented content-based open architecture,Electronics,2026-01-24,2026-02-20,2026-02-24,1809,1804.7704,3264829.65,WH-012,"New York, NY",Delivered,Pending,Steven Salas,2025-03-22
ORD-00001858,SUP-00034,Krueger-Jackson,PRD-000101,Grass-roots scalable database,Electronics,2024-03-02,2024-03-08,,746,8719.32,6504612.72,WH-007,"New York, NY",Delivered,Pass,Christina Martin,2025-04-05
ORD-00001859,SUP-00061,Greene-Osborne,PRD-000046,Ergonomic demand-driven function,Raw Materials,2023-10-05,2023-11-13,2023-09-18,-4396,8743.73,38437437.08,WH-009,"Dallas, TX",Cancelled,Pending,,2026-01-17
ORD-00001860,SUP-00007,Anderson-Jackson,PRD-000151,Reactive incremental instruction set,PACKAGING,2023-04-29,2023-06-05,2023-06-13,3444,6543.3654,22535350.44,WH-007,"Los Angeles, CA",Ordered,Pending,,2025-02-20
ORD-00001861,,Bennett PLC,PRD-000122,Phased holistic policy,Food & Beverage,2023-10-21,2023-12-10,2023-12-16,3212,4807.9541,15443148.57,WH-013,"Los Angeles, CA",In Transit,Pending,,2025-05-01
ORD-00001862,SUP-00059,Campbell and Sons,PRD-000095,Programmable zero-defect infrastructure,raw materials,2024-01-28,2024-02-06,2024-02-03,2330,3580.8833,8343458.09,WH-002,"Los Angeles, CA",In Transit,,,2026-03-11
ORD-00001863,SUP-00076,Roberts-Edwards,PRD-000030,Inverse real-time database,Food & Beverage,2023-08-15,2023-09-30,2023-10-13,177,6287.7383,1112929.68,WH-014,"Chicago, IL",In Transit,Pending,,2025-11-24
ORD-00001864,SUP-00037,Shah Inc,PRD-000011,Organic 24/7 function,Electronics,2023-09-06,2023-09-14,2023-10-02,2378,2604.7927,6194197.04,WH-013,"New York, NY",Returned,Fail,Deborah Miller,2026-03-15
ORD-00001865,SUP-00073,Newman PLC,PRD-000059,Fundamental asynchronous application,Electronics,2026-03-01,2026-03-27,,1789,7046.0682,12830702.75,WH-013,"New York, NY",Ordered,Pending,,2024-06-24
ORD-00001866,SUP-00041,Webster and Sons,PRD-000132,Synchronized bottom-line intranet,Packaging,2026-04-09,2026-05-11,2026-05-27,4804,1806.692,8679348.37,WH-008,"Atlanta, GA",In Transit,Pending,,2026-04-10
ORD-00001867,SUP-00019,Rivas-Whitaker,PRD-000005,Fundamental methodical ability,Chemicals,2025-05-12,2025-06-11,2025-06-06,3907,8100.7982,31649818.57,WH-010,"New York, NY",Returned,Pass,Elizabeth Knight,2025-12-19
ORD-00001868,SUP-00077,Taylor-Evans,PRD-000009,Open-architected explicit complexity,Machinery,2026-03-23,2026-03-31,2026-04-02,4587,8238.1599,37788439.46,WH-009,"Dallas, TX",Delivered,Pass,Janice Brandt,2025-01-08
ORD-00001869,SUP-00076,Roberts-Edwards,PRD-000110,Cross-platform encompassing complexity,Food & Beverage,2026-03-19,2026-04-07,2026-04-14,1952,8883.4494,17340493.23,WH-014,"Seattle, WA",Returned,Pending,Patricia Decker,2025-07-22
ORD-00001870,SUP-00066,Willis-Olson,PRD-000114,Programmable national open architecture,Textiles,2023-11-20,2023-11-26,2023-12-06,3262,5027.4327,16399485.47,WH-004,"Los Angeles, CA",Cancelled,Pending,,2025-12-16
ORD-00001871,SUP-00034,Krueger-Jackson,PRD-000133,Digitized executive emulation,Electronics,2025-01-09,2025-03-07,2024-12-18,3304,9925.0445,28073121.88,WH-005,"Dallas, TX",Returned,Fail,,2025-07-22
ORD-00001872,SUP-00043,"Johnson, Brown and Coleman",PRD-000079,Multi-layered encompassing hierarchy,Food & Beverage,2026-01-03,2026-01-17,2026-02-06,2629,3455.9296,9085638.92,WH-003,"Seattle, WA",Returned,Pending,Lisa Martin,2025-05-28
ORD-00001873,SUP-00044,Pitts LLC,PRD-000173,Optional multimedia architecture,Raw Materials,2024-10-15,2024-11-04,2024-11-20,4572,8935.594,40853535.77,WH-011,"New York, NY",Cancelled,Pending,,2024-09-05
ORD-00001874,SUP-00048,Morgan-Ware,PRD-000143,Vision-oriented tangible secured line,Food & Beverage,2023-09-26,2023-10-10,2023-10-22,1866,2637.3552,4921304.8,WH-012,"Los Angeles, CA",Delivered,Pending,Tanner Rodriguez,2025-10-01
ORD-00001875,SUP-00027,"Ellis, Webb and Rivera",PRD-000150,Focused fresh-thinking paradigm,Chemicals,2024-04-25,2024-05-12,2024-05-08,2717,9499.1132,25809090.56,WH-012,"Atlanta, GA",In Transit,Pending,,2025-10-18
ORD-00001876,SUP-00021,"Walker, Mathis and Acosta",PRD-000147,Implemented content-based open architecture,Textiles,2024-11-11,2024-11-22,2024-12-05,2924,165.4852,483878.72,WH-002,"New York, NY",Cancelled,Pending,,2024-06-10
ORD-00001877,SUP-00017,Griffin and Sons,PRD-000117,Grass-roots neutral database,Food & Beverage,2023-12-17,2024-01-23,2024-01-29,2371,4868.5262,11543275.62,WH-001,"Los Angeles, CA",In Transit,Pending,,2024-11-23
ORD-00001878,SUP-00062,Chapman-Fuller,PRD-000135,Switchable client-server success,Packaging,2024-01-28,2024-03-10,2024-03-21,2165,1542.6586,3339855.87,WH-006,"Dallas, TX",Returned,Fail,Chad Ho,2025-04-02
ORD-00001879,SUP-00079,Mercado-Dorsey,PRD-000106,Open-architected demand-driven frame,Textiles,2025-05-21,2025-07-16,2025-07-23,4800,3832.9421,18398122.08,WH-002,"Dallas, TX",Returned,Pass,Cody Williams,2024-10-04
ORD-00001880,SUP-00070,"Morales, Allen and Pittman",PRD-000004,Open-source logistical challenge,Raw Materials,2025-04-14,2025-05-10,,2043,2229.7805,4555441.56,WH-003,"Los Angeles, CA",Ordered,Pending,,2024-08-10
ORD-00001881,SUP-00068,Gaines-Jackson,PRD-000196,Assimilated non-volatile artificial intelligence,Textiles,2024-10-05,2024-11-22,2024-12-09,1702,6289.9698,10705528.6,WH-007,"Atlanta, GA",Returned,Pass,Michael Galvan,2024-06-09
ORD-00001882,SUP-00044,Pitts LLC,PRD-000032,Total radical methodology,Packaging,2023-12-24,2023-12-22,2024-01-20,1665,8461.3116,14088083.81,WH-014,"Atlanta, GA",Delivered,Pass,Patrick Gonzales,2025-02-02
ORD-00001883,SUP-00058,"Browning, Wiley and Duran",PRD-000181,Profit-focused stable hardware,Food & Beverage,2026-01-05,2026-02-02,2025-12-13,4533,3474.8784,15751623.79,WH-006,"Dallas, TX",Cancelled,Pending,,2025-02-19
ORD-00001884,SUP-00012,"Hart, Hayes and Velez",PRD-000190,Virtual fresh-thinking function,Textiles,2023-04-14,2023-05-27,2023-05-29,-2843,9204.2668,26167730.51,WH-005,"Seattle, WA",Cancelled,,,2024-12-03
ORD-00001885,SUP-00022,"Reilly, Price and Galloway",PRD-000159,Automated dynamic superstructure,Chemicals,2025-04-15,2025-04-28,2025-05-18,3716,5339.7795,19842620.62,WH-009,"Chicago, IL",In Transit,Pending,,2024-10-27
ORD-00001886,SUP-00031,Lee Ltd,PRD-000021,Synergized zero tolerance approach,Food & Beverage,2026-03-29,2026-04-20,2026-04-19,23,2501.6833,57538.72,WH-013,"Dallas, TX",Delivered,Pending,Rebecca Poole,2025-11-22
ORD-00001887,SUP-00078,Wallace-Williams,PRD-000117,Grass-roots neutral database,Raw Materials,2025-05-12,2025-07-10,2025-07-18,4319,2605.3998,11252721.74,WH-010,"Chicago, IL",Returned,Pass,,2024-08-15
ORD-00001888,SUP-00002,Jimenez Inc,PRD-000097,Versatile static software,FOOD & BEVERAGE,2023-05-04,2023-06-21,2023-07-06,1591,1479.0943,2353239.03,WH-014,"New York, NY",In Transit,Pending,,2025-03-31
ORD-00001889,SUP-00075,Barron Ltd,PRD-000144,Reduced motivating open architecture,Raw Materials,2025-12-17,2026-01-30,2026-02-19,941,6925.4114,6516812.13,WH-007,"Seattle, WA",Delivered,Fail,,2026-01-27
ORD-00001890,SUP-00020,"Reyes, Parker and Gibson",PRD-000083,Profit-focused well-modulated function,Raw Materials,2023-10-27,2023-11-12,2023-11-12,2941,1024.1329,3011974.86,WH-012,"New York, NY",Cancelled,Pending,,2024-11-05
ORD-00001891,SUP-00043,"Johnson, Brown and Coleman",PRD-000058,Pre-emptive context-sensitive process improvement,Textiles,2025-05-11,2025-06-26,,1546,5388.9379,8331297.99,WH-005,"Chicago, IL",Delivered,Fail,Eric Wilson,2024-12-13
ORD-00001892,SUP-00058,"Browning, Wiley and Duran",PRD-000182,Fully-configurable solution-oriented open system,Chemicals,2024-10-02,2024-11-22,2024-11-28,732,3602.4065,2636961.56,WH-007,"Dallas, TX",Delivered,Pending,Mr. Paul Gutierrez MD,2025-09-14
ORD-00001893,SUP-00067,Brooks and Sons,PRD-000081,Integrated 4thgeneration parallelism,Chemicals,2023-12-15,2024-02-13,2024-02-15,379,1773.7167,672238.63,WH-008,"Dallas, TX",Ordered,Pending,,2025-09-11
ORD-00001894,SUP-00069,Thompson-Owens,PRD-000001,Ameliorated interactive software,Packaging,2025-07-27,2025-08-20,2025-08-28,3710,8408.4186,31195233.01,WH-009,"Seattle, WA",Cancelled,Pending,,2025-05-20
ORD-00001895,SUP-00032,"Foster, Powell and Moore",PRD-000156,Sharable disintermediate Graphical User Interface,Raw Materials,2025-05-17,2025-05-25,,1712,7009.7049,12000614.79,WH-012,"Los Angeles, CA",Returned,,Kyle Mcconnell,2025-07-09
ORD-00001896,SUP-00030,Shaw-Moore,PRD-000177,Ameliorated optimal encryption,Food & Beverage,2025-04-28,2025-06-22,2025-06-20,417,1995.6083,832168.66,WH-001,"Dallas, TX",Delivered,Pass,,2025-08-04
ORD-00001897,SUP-00043,"Johnson, Brown and Coleman",PRD-000086,Integrated 5thgeneration neural-net,Food & Beverage,2025-08-01,2025-09-13,,3327,673.1199,2239469.91,WH-012,"New York, NY",Returned,Pass,Michael Roberts,2025-03-18
ORD-00001898,SUP-00017,Griffin and Sons,PRD-000055,Streamlined dedicated moderator,Machinery,2023-05-28,2023-07-12,2023-07-27,1916,7411.7541,14200920.86,WH-007,"New York, NY",In Transit,Pending,,2024-07-01
ORD-00001899,SUP-00075,Barron Ltd,PRD-000141,Focused 24hour instruction set,Chemicals,2026-01-09,2026-01-29,2026-02-14,4652,9410.3742,43777060.78,WH-013,"Chicago, IL",Cancelled,,,2025-09-22
ORD-00001900,SUP-00017,Griffin and Sons,PRD-000099,Reduced dynamic knowledgebase,Machinery,2025-07-05,2025-08-31,2025-09-20,884,1095.3975,968331.39,WH-011,"Los Angeles, CA",Returned,Pending,Robert Franklin DDS,2025-05-13
ORD-00001901,SUP-00025,Turner Ltd,PRD-000186,Enhanced asynchronous secured line,Chemicals,2025-12-30,2026-01-13,2026-01-29,1731,1597.5041,2765279.6,WH-011,"Los Angeles, CA",Delivered,Fail,Troy Hawkins,2024-11-09
ORD-00001902,SUP-00040,"Ford, Smith and Hodge",PRD-000086,Integrated 5thgeneration neural-net,Raw Materials,2025-11-22,2026-01-06,2026-01-08,3039,5352.8534,16267321.48,WH-002,"Chicago, IL",Delivered,Pending,Logan Meadows,2025-12-15
ORD-00001903,SUP-00026,Velasquez-Flores,PRD-000043,Decentralized disintermediate database,Chemicals,2025-10-30,2025-12-20,2026-01-01,4499,8407.4436,37825088.76,WH-014,"Seattle, WA",Returned,Fail,,2024-05-12
ORD-00001904,SUP-00016,Acosta and Sons,PRD-000032,Total radical methodology,Electronics,2023-04-19,2023-05-09,,2063,2838.6322,5856098.23,WH-001,"Los Angeles, CA",Delivered,,Kelly Haynes,2024-11-15
ORD-00001905,SUP-00054,Kane PLC,PRD-000136,Cloned multi-state success,Chemicals,2023-06-18,2023-08-01,2023-08-09,1819,4571.3189,7371365.66,WH-002,"Seattle, WA",Cancelled,Pending,,2024-09-11
ORD-00001906,SUP-00034,Krueger-Jackson,PRD-000066,Pre-emptive context-sensitive portal,Machinery,2024-04-10,2024-05-29,2024-06-11,443,3898.0554,1726838.54,WH-008,"Atlanta, GA",Returned,Pass,Lisa Smith,2024-07-18
ORD-00001907,SUP-00001,"Taylor, Adams and Donaldson",PRD-000017,Up-sized zero administration info-mediaries,Electronics,2024-04-04,2024-04-22,2024-05-12,831,601.4914,499839.35,WH-007,"Atlanta, GA",Cancelled,Pending,,2025-11-27
ORD-00001908,SUP-00078,Wallace-Williams,PRD-000078,Devolved didactic instruction set,PACKAGING,2024-03-18,2024-04-06,2024-04-03,4310,7837.2587,33778585.0,WH-013,"New York, NY",Delivered,Pending,Shannon Griffin,2024-04-25
ORD-00001909,SUP-00056,Garcia Group,PRD-000194,Re-contextualized mission-critical algorithm,Food & Beverage,2024-12-15,2025-01-19,2025-01-31,2313,4487.6959,10380040.62,WH-007,"Seattle, WA",Delivered,Pass,Jeffery Mcdonald,2025-11-03
ORD-00001910,SUP-00012,"Hart, Hayes and Velez",PRD-000135,Switchable client-server success,Chemicals,2026-01-09,2026-02-14,2026-03-02,176,6402.3028,1126805.29,WH-001,"Seattle, WA",Delivered,Pass,John Nicholson DDS,2025-01-12
ORD-00001911,SUP-00020,"Reyes, Parker and Gibson",PRD-000076,Customer-focused cohesive middleware,PACKAGING,2025-06-21,2025-07-17,2025-07-16,3730,4955.4859,18483962.41,WH-004,"Chicago, IL",Ordered,Pending,,2025-12-14
ORD-00001912,SUP-00045,Barnes-Rivers,PRD-000157,Monitored grid-enabled concept,Electronics,2023-10-24,2023-12-16,2023-12-14,4439,6557.8319,29110215.8,WH-006,"Seattle, WA",Ordered,Pending,,2024-05-13
ORD-00001913,SUP-00048,Morgan-Ware,PRD-000032,Total radical methodology,Raw Materials,2025-07-23,2025-08-10,2025-08-08,1390,1969.8421,2738080.52,WH-001,"Seattle, WA",Ordered,Pending,,2026-01-07
ORD-00001914,SUP-00027,"Ellis, Webb and Rivera",PRD-000064,Multi-layered composite neural-net,Textiles,2025-08-05,2025-09-09,2025-09-19,0,6642.2811,26323360.0,WH-013,"New York, NY",Delivered,Fail,Norman Hendrix,2025-04-24
ORD-00001915,SUP-00056,Garcia Group,PRD-000122,Phased holistic policy,Electronics,2025-10-05,2025-10-25,2025-11-08,3393,7239.7075,24564327.55,WH-004,"Dallas, TX",Ordered,Pending,,2024-06-27
ORD-00001916,SUP-00005,Williams LLC,PRD-000097,Versatile static software,Electronics,2025-06-15,2025-07-15,2025-07-12,3895,8017.4975,31228152.76,WH-011,"Dallas, TX",Cancelled,Pending,,2024-05-30
ORD-00001917,SUP-00020,"Reyes, Parker and Gibson",PRD-000142,Ergonomic executive customer loyalty,Chemicals,2025-08-27,2025-09-04,2025-09-08,1031,2797.9679,2226460.75,WH-007,"Chicago, IL",Ordered,Pending,,2025-02-22
ORD-00001918,SUP-00063,Montoya Inc,PRD-000044,Pre-emptive discrete methodology,Raw Materials,2025-03-15,2025-04-27,2025-05-11,4217,7819.7167,32975745.32,WH-004,"Los Angeles, CA",Delivered,Fail,Danielle Kelly,2024-05-10
ORD-00001919,SUP-00063,Montoya Inc,PRD-000089,Managed bandwidth-monitored customer loyalty,Machinery,2026-02-26,2026-03-28,2026-04-17,1851,2957.6138,5474543.14,WH-011,"Dallas, TX",Returned,Fail,Anthony Page,2026-04-01
ORD-00001920,SUP-00062,Chapman-Fuller,PRD-000135,Switchable client-server success,Machinery,2023-04-22,2023-06-04,2023-06-15,2060,6384.5277,13152127.06,WH-004,"New York, NY",In Transit,Pending,,2025-01-21
ORD-00001921,SUP-00019,Rivas-Whitaker,PRD-000069,Decentralized systemic interface,packaging,2024-01-07,2024-03-01,2024-03-14,419,7944.6625,3328813.59,WH-002,"Atlanta, GA",Ordered,Pending,,2024-11-07
ORD-00001922,,Humphrey Group,PRD-000148,Pre-emptive clear-thinking initiative,Textiles,2024-04-22,2024-05-10,2024-05-30,3336,6751.518,22523064.05,WH-011,"Los Angeles, CA",Ordered,Pending,,2025-01-04
ORD-00001923,SUP-00060,"Smith, Hill and Steele",PRD-000049,Monitored systemic knowledge user,Textiles,2025-05-09,2025-05-27,2025-06-13,1029,611.6129,629349.67,WH-011,"Dallas, TX",Cancelled,Pending,,2026-02-23
ORD-00001924,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000147,Implemented content-based open architecture,Packaging,2024-07-16,2024-08-29,2024-08-31,2301,1051.5297,2419569.84,WH-014,"Seattle, WA",In Transit,,,2024-05-09
ORD-00001925,SUP-00034,Krueger-Jackson,PRD-000185,Decentralized incremental application,Raw Materials,2024-04-27,2024-06-26,2024-07-02,2828,558.3325,1578964.31,WH-004,"Chicago, IL",Delivered,Pending,Elizabeth Holmes,2025-07-15
ORD-00001926,SUP-00063,Montoya Inc,PRD-000170,Mandatory modular capacity,Packaging,2024-06-26,2024-08-18,2024-08-19,423,298.1703,126126.04,WH-013,"Atlanta, GA",In Transit,,,2025-01-13
ORD-00001927,SUP-00001,"Taylor, Adams and Donaldson",PRD-000014,Upgradable composite firmware,Raw Materials,2024-01-22,2024-03-09,2024-03-11,3929,6595.313,25912984.78,WH-006,"Los Angeles, CA",Cancelled,Pending,,2025-03-23
ORD-00001928,SUP-00005,Williams LLC,PRD-000195,Cross-group background database,packaging,2024-10-05,2024-10-28,2024-11-15,3223,7640.8189,24626359.31,WH-001,"Seattle, WA",In Transit,Pending,,2025-08-10
ORD-00001929,SUP-00025,Turner Ltd,PRD-000103,Universal demand-driven algorithm,Machinery,2024-01-12,2024-02-24,2024-03-08,2744,4739.6142,13005501.36,WH-014,"Atlanta, GA",Delivered,Pass,John Miller,2026-03-14
ORD-00001930,SUP-00023,"Boyle, Miller and Ellis",PRD-000156,Sharable disintermediate Graphical User Interface,Textiles,2024-08-07,2024-09-18,2024-10-01,854,7207.9332,6155574.95,WH-001,"Dallas, TX",In Transit,Pending,,2025-02-20
ORD-00001931,SUP-00067,Brooks and Sons,PRD-000014,Upgradable composite firmware,Textiles,2026-02-01,2026-01-31,,-1410,6845.1755,9651697.46,WH-001,"Chicago, IL",Delivered,Pending,Diane Quinn,2025-11-01
ORD-00001932,SUP-00014,Thomas-Nguyen,PRD-000101,Grass-roots scalable database,Textiles,2023-05-08,2023-06-08,2023-06-22,1234,4424.0673,5459299.05,WH-001,"Atlanta, GA",In Transit,Pending,,2025-02-20
ORD-00001933,,"Hart, Hayes and Velez",PRD-000174,Seamless multimedia customer loyalty,Electronics,2025-05-29,2025-06-25,2025-07-01,258,4684.0927,1208495.92,WH-013,"Seattle, WA",Cancelled,Pending,,2025-10-03
ORD-00001934,SUP-00032,"Foster, Powell and Moore",PRD-000174,Seamless multimedia customer loyalty,Electronics,2023-05-06,2023-05-14,2023-05-25,2957,205.3434,401427.94,WH-011,"New York, NY",Ordered,Pending,,2024-07-18
ORD-00001935,,"Myers, Coleman and White",PRD-000185,Decentralized incremental application,Chemicals,2023-09-26,2023-11-06,2023-11-02,4780,6197.2863,29623028.51,WH-003,"New York, NY",Ordered,Pending,,2025-11-17
ORD-00001936,SUP-00070,"Morales, Allen and Pittman",PRD-000001,Ameliorated interactive software,raw materials,2025-07-02,2025-08-15,2025-08-30,4161,8058.0805,33529672.96,WH-014,"Atlanta, GA",In Transit,Pending,,2025-02-15
